Barrio,Tipo de Inmueble,Estado,Antigüedad,Área Construida (m2),Área Privada (m2),Estrato,Baños,Habitaciones,Parqueaderos,Piso N°,Barrio_clean,Barrio_group,Piso_cat
El Poblado,Casa,Usado,16 a 30 años,450.0,450.0,6.0,6,6,0,1,EL POBLADO,EL POBLADO,1
San diego,Apartamento,Buen estado,1 a 8 años,65.0,65.0,6.0,2,2,1,18,SAN DIEGO,SAN DIEGO,3+
Centro,Casa,Usado,1 a 8 años,370.0,370.0,6.0,1,6,0,1,CENTRO,CENTRO,missing
Cristo rey,Casa,Buen estado,más de 30 años,120.0,120.0,4.0,2,3,1,1,CRISTO REY,CRISTO REY,1
Belén Rosales,Apartamento,Usado,16 a 30 años,70.0,70.0,4.0,1,2,0,2,BELEN ROSALES,BELEN ROSALES,missing
El Poblado,Apartamento,Usado,16 a 30 años,90.0,90.0,6.0,2,2,1,8,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,9 a 15 años,80.0,80.0,5.0,2,3,1,12,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,16 a 30 años,100.0,100.0,5.0,2,3,2,6,EL POBLADO,EL POBLADO,3+
Calasanz,Apartamento,Usado,9 a 15 años,60.0,60.0,3.0,2,3,1,10,CALASANZ,CALASANZ,missing
Belén,Apartamento,Excelente estado,16 a 30 años,60.0,60.0,4.0,2,3,0,10,BELEN,BELEN,missing
El Poblado,Apartamento,Buen estado,16 a 30 años,80.0,80.0,6.0,2,3,1,2,EL POBLADO,EL POBLADO,2
La candelaria,Apartamento,Usado,1 a 8 años,80.0,80.0,5.0,2,3,1,6,LA CANDELARIA,LA CANDELARIA,missing
La candelaria,Apartamento,Usado,9 a 15 años,64.0,64.0,4.0,2,2,0,7,LA CANDELARIA,LA CANDELARIA,missing
Laureles,Casa,Buen estado,16 a 30 años,80.0,80.0,5.0,1,2,0,1,LAURELES,LAURELES,1
Miraflores,Apartamento,Usado,9 a 15 años,168.0,168.0,6.0,4,2,2,14,MIRAFLORES,OTROS,3+
San diego,Apartamento,Usado,16 a 30 años,80.0,80.0,4.0,2,4,0,2,SAN DIEGO,SAN DIEGO,missing
La america,Casa,Usado,más de 30 años,170.0,170.0,4.0,3,5,1,1,LA AMERICA,LA AMERICA,1
El Poblado,Apartamento,Usado,1 a 8 años,120.0,120.0,5.0,4,4,2,18,EL POBLADO,EL POBLADO,3+
La castellana,Apartamento,Usado,16 a 30 años,113.0,113.0,5.0,2,3,1,4,LA CASTELLANA,LA CASTELLANA,missing
Robledo,Apartamento,Usado,1 a 8 años,55.0,55.0,4.0,2,2,0,3,ROBLEDO,ROBLEDO,3+
San javier,Apartamento,Usado,menor a 1 año,55.0,55.0,3.0,2,2,0,4,SAN JAVIER,SAN JAVIER,3+
Florida nueva,Casa,Usado,16 a 30 años,110.0,110.0,5.0,2,3,1,1,FLORIDA NUEVA,FLORIDA NUEVA,1
El Poblado,Apartamento,Usado,1 a 8 años,100.0,100.0,6.0,3,3,2,3,EL POBLADO,EL POBLADO,missing
Belén Rincón,Casa,Usado,16 a 30 años,50.0,50.0,3.0,1,2,0,1,BELEN RINCON,BELEN RINCON,1
Belén Los Alpes,Apartamento,Usado,1 a 8 años,64.0,64.0,3.0,1,3,1,3,BELEN LOS ALPES,BELEN LOS ALPES,3+
Vía Las Palmas,Apartamento,Usado,9 a 15 años,150.0,150.0,4.0,3,3,2,18,VIA LAS PALMAS,VIA LAS PALMAS,3+
El Poblado,Apartamento,Buen estado,1 a 8 años,95.0,95.0,5.0,3,2,2,9,EL POBLADO,EL POBLADO,3+
Robledo,Apartamento,Usado,16 a 30 años,43.0,43.0,3.0,1,2,0,18,ROBLEDO,ROBLEDO,3+
Robledo,Apartamento,Usado,16 a 30 años,48.0,48.0,3.0,1,2,0,14,ROBLEDO,ROBLEDO,3+
La castellana,Apartamento,Usado,menor a 1 año,108.0,108.0,5.0,3,3,4,6,LA CASTELLANA,LA CASTELLANA,missing
El Poblado,Apartamento,Buen estado,16 a 30 años,81.0,81.0,6.0,2,3,1,8,EL POBLADO,EL POBLADO,3+
La mota,Casa,Usado,más de 30 años,149.0,149.0,5.0,4,5,3,1,LA MOTA,LA MOTA,missing
El Poblado,Apartamento,Usado,9 a 15 años,120.0,120.0,6.0,2,2,2,4,EL POBLADO,EL POBLADO,missing
Loma de los bernal,Apartamento,Usado,16 a 30 años,103.0,103.0,4.0,3,3,2,16,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
Buenos aires,Apartamento,Usado,más de 30 años,55.0,55.0,3.0,1,2,0,1,BUENOS AIRES,BUENOS AIRES,1
Buenos aires,Apartamento,Usado,más de 30 años,100.0,100.0,3.0,1,2,0,2,BUENOS AIRES,BUENOS AIRES,2
Laureles,Casa,Usado,16 a 30 años,145.0,145.0,5.0,2,3,0,1,LAURELES,LAURELES,missing
Granada,Casa,Usado,16 a 30 años,100.0,100.0,3.0,3,4,0,1,GRANADA,OTROS,1
Occidente,Apartamento,Usado,1 a 8 años,138.0,138.0,4.0,3,3,1,2,OCCIDENTE,OTROS,2
Vía Las Palmas,Apartamento,Excelente estado,más de 30 años,111.0,111.0,6.0,2,3,2,1,VIA LAS PALMAS,VIA LAS PALMAS,1
Buenos aires,Apartamento,Usado,16 a 30 años,45.0,45.0,5.0,1,1,0,2,BUENOS AIRES,BUENOS AIRES,missing
Los Balsos,Apartamento,Usado,9 a 15 años,82.0,82.0,5.0,3,3,2,6,LOS BALSOS,LOS BALSOS,3+
La candelaria,Apartamento,Usado,más de 30 años,60.0,60.0,3.0,1,1,0,3,LA CANDELARIA,LA CANDELARIA,3+
Granizal,Casa,Excelente estado,9 a 15 años,30000.0,30000.0,6.0,4,3,2,1,GRANIZAL,GRANIZAL,missing
El Poblado,Apartamento,Usado,16 a 30 años,138.0,138.0,5.0,3,3,0,5,EL POBLADO,EL POBLADO,3+
Patio bonito,Apartaestudio,Usado,16 a 30 años,62.0,62.0,4.0,2,1,1,9,PATIO BONITO,PATIO BONITO,missing
Conquistadores,Apartamento,Usado,1 a 8 años,139.0,139.0,5.0,3,3,1,2,CONQUISTADORES,CONQUISTADORES,2
El Poblado,Apartamento,Usado,16 a 30 años,30.0,30.0,4.0,1,1,1,3,EL POBLADO,EL POBLADO,missing
Rodeo Alto,Casa,Usado,menor a 1 año,100.0,100.0,4.0,3,3,1,1,RODEO ALTO,RODEO ALTO,missing
Laureles,Apartamento,Usado,16 a 30 años,45.0,45.0,5.0,1,1,1,2,LAURELES,LAURELES,missing
Laureles,Apartamento,Usado,16 a 30 años,160.0,160.0,5.0,2,4,1,1,LAURELES,LAURELES,missing
La america,Apartamento,Usado,más de 30 años,150.0,150.0,4.0,3,2,0,2,LA AMERICA,LA AMERICA,2
Castropol,Apartamento,Usado,1 a 8 años,106.0,106.0,6.0,3,2,2,7,CASTROPOL,CASTROPOL,missing
Robledo,Apartamento,Usado,9 a 15 años,45.0,45.0,3.0,1,2,0,4,ROBLEDO,ROBLEDO,missing
El Poblado,Apartamento,Buen estado,16 a 30 años,240.0,240.0,6.0,4,3,2,11,EL POBLADO,EL POBLADO,3+
Estadio,Apartamento,Usado,9 a 15 años,60.0,60.0,5.0,2,3,0,10,ESTADIO,ESTADIO,missing
Trinidad,Apartamento,Usado,menor a 1 año,65.0,65.0,3.0,1,3,0,2,TRINIDAD,TRINIDAD,missing
Loma del Indio,Casa,Usado,16 a 30 años,120.0,120.0,4.0,2,4,1,1,LOMA DEL INDIO,LOMA DEL INDIO,1
San german,Apartamento,Usado,más de 30 años,72.0,72.0,4.0,2,3,0,10,SAN GERMAN,SAN GERMAN,missing
El Poblado,Apartaestudio,Buen estado,16 a 30 años,51.0,51.0,6.0,2,1,1,2,EL POBLADO,EL POBLADO,2
Buenos aires,Apartamento,Usado,9 a 15 años,40.0,40.0,3.0,1,2,0,14,BUENOS AIRES,BUENOS AIRES,3+
El Poblado,Apartamento,Usado,9 a 15 años,54.0,54.0,4.0,1,2,0,18,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,9 a 15 años,67.0,67.0,5.0,1,1,1,5,EL POBLADO,EL POBLADO,missing
Calasanz,Apartamento,Usado,1 a 8 años,72.0,72.0,4.0,2,2,1,9,CALASANZ,CALASANZ,missing
Laureles,Apartamento,Usado,16 a 30 años,70.0,70.0,4.0,2,3,1,5,LAURELES,LAURELES,3+
Santa Mónica,Casa,Usado,16 a 30 años,120.0,120.0,4.0,3,3,1,1,SANTA MONICA,SANTA MONICA,1
La milagrosa,Apartamento,Usado,1 a 8 años,70.0,70.0,2.0,1,3,0,2,LA MILAGROSA,LA MILAGROSA,2
Loma del Indio,Apartamento,Usado,1 a 8 años,73.0,73.0,6.0,2,2,1,10,LOMA DEL INDIO,LOMA DEL INDIO,missing
Calasanz,Apartamento,Usado,1 a 8 años,68.0,68.0,4.0,2,3,1,5,CALASANZ,CALASANZ,missing
Vía Las Palmas,Apartamento,Usado,1 a 8 años,60.0,60.0,4.0,2,2,1,6,VIA LAS PALMAS,VIA LAS PALMAS,missing
Prado,Apartaestudio,Usado,más de 30 años,30.0,30.0,3.0,1,1,0,11,PRADO,PRADO,3+
La castellana,Apartamento,Usado,16 a 30 años,85.0,85.0,5.0,2,3,1,18,LA CASTELLANA,LA CASTELLANA,3+
Calasanz,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,3,1,15,CALASANZ,CALASANZ,3+
Belén,Casa,Usado,9 a 15 años,113.0,113.0,4.0,2,2,0,1,BELEN,BELEN,missing
Belén Aliadas,Apartamento,Buen estado,1 a 8 años,78.0,78.0,1.0,2,4,0,6,BELEN ALIADAS,BELEN ALIADAS,missing
El Poblado,Apartamento,Usado,16 a 30 años,85.0,85.0,6.0,2,2,1,6,EL POBLADO,EL POBLADO,missing
Vía Las Palmas,Apartamento,Nuevo,menor a 1 año,109.0,109.0,6.0,3,3,2,4,VIA LAS PALMAS,VIA LAS PALMAS,missing
El Poblado,Apartamento,Usado,16 a 30 años,7000.0,7000.0,4.0,2,3,1,7,EL POBLADO,EL POBLADO,missing
Loma de los bernal,Apartamento,Usado,1 a 8 años,94.0,94.0,5.0,2,3,1,3,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Calasanz,Apartamento,Usado,más de 30 años,75.0,75.0,4.0,2,3,1,7,CALASANZ,CALASANZ,missing
El tesoro,Apartamento,Usado,9 a 15 años,55.0,55.0,6.0,2,2,1,5,EL TESORO,EL TESORO,missing
La candelaria ,Apartamento,Usado,9 a 15 años,110.0,110.0,6.0,2,3,2,24,LA CANDELARIA,LA CANDELARIA,missing
Robledo,Apartamento,Usado,más de 30 años,48.0,48.0,3.0,1,2,0,2,ROBLEDO,ROBLEDO,2
Loma de los bernal,Apartamento,Usado,1 a 8 años,89.0,89.0,5.0,2,3,1,2,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,2
Laureles,Apartamento,Usado,1 a 8 años,88.0,88.0,5.0,3,3,1,8,LAURELES,LAURELES,missing
La america,Apartamento,Usado,más de 30 años,67.0,67.0,4.0,2,3,0,3,LA AMERICA,LA AMERICA,3+
Castilla,Casa,Usado,16 a 30 años,8500.0,8500.0,3.0,1,3,0,1,CASTILLA,CASTILLA,missing
Calasanz,Apartamento,Usado,1 a 8 años,72.0,72.0,4.0,2,3,1,10,CALASANZ,CALASANZ,missing
Calasanz,Casa,Usado,16 a 30 años,320.0,320.0,5.0,4,5,1,1,CALASANZ,CALASANZ,missing
Belén,Casa,Excelente estado,más de 30 años,200.0,160.0,5.0,4,4,1,1,BELEN,BELEN,missing
Barrio Cristóbal,Casa,Usado,más de 30 años,2049.0,2049.0,4.0,1,3,0,1,BARRIO CRISTOBAL,BARRIO CRISTOBAL,missing
Las palmas,Apartamento,Usado,9 a 15 años,70.0,70.0,6.0,2,2,1,3,LAS PALMAS,LAS PALMAS,3+
Calasanz,Apartamento,Usado,9 a 15 años,72.0,72.0,4.0,2,3,1,10,CALASANZ,CALASANZ,missing
El Poblado,Apartamento,Usado,16 a 30 años,59.0,59.0,4.0,3,3,1,5,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,9 a 15 años,93.0,93.0,6.0,2,3,1,10,EL POBLADO,EL POBLADO,3+
Loma de los Gonzalez,Apartamento,Usado,1 a 8 años,104.0,104.0,5.0,3,3,2,12,LOMA DE LOS GONZALEZ,LOMA DE LOS GONZALEZ,3+
Belén Aliadas,Apartaestudio,Usado,1 a 8 años,32.0,32.0,4.0,1,1,0,4,BELEN ALIADAS,BELEN ALIADAS,3+
Loma de los bernal,Apartamento,Usado,1 a 8 años,120.0,120.0,5.0,2,2,1,2,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,2
Florida nueva,Apartamento,Usado,16 a 30 años,83.0,83.0,4.0,2,2,0,3,FLORIDA NUEVA,FLORIDA NUEVA,3+
Centro,Casa,Usado,más de 30 años,170.0,170.0,4.0,5,4,0,1,CENTRO,CENTRO,1
El Poblado,Apartaestudio,Usado,1 a 8 años,110.0,110.0,6.0,2,2,2,15,EL POBLADO,EL POBLADO,3+
Loma de los bernal,Apartamento,Usado,1 a 8 años,87.0,87.0,5.0,2,3,1,10,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Prado,Apartaestudio,Usado,más de 30 años,30.0,30.0,4.0,1,1,0,18,PRADO,PRADO,3+
San diego,Apartamento,Usado,más de 30 años,55.0,55.0,4.0,2,2,0,4,SAN DIEGO,SAN DIEGO,3+
Vía Las Palmas,Apartamento,Usado,1 a 8 años,70.0,70.0,6.0,2,2,1,10,VIA LAS PALMAS,VIA LAS PALMAS,missing
San diego,Apartamento,Usado,1 a 8 años,2594.0,2594.0,6.0,3,3,2,10,SAN DIEGO,SAN DIEGO,missing
San javier,Casa,Usado,menor a 1 año,90.0,90.0,3.0,3,3,0,1,SAN JAVIER,SAN JAVIER,missing
Miravalle,Apartamento,Usado,1 a 8 años,84.0,84.0,3.0,1,3,0,4,MIRAVALLE,OTROS,3+
Patio bonito,Apartamento,Usado,16 a 30 años,85.0,85.0,5.0,2,3,1,7,PATIO BONITO,PATIO BONITO,missing
Las palmas,Apartamento,Usado,1 a 8 años,73.0,73.0,6.0,2,2,1,10,LAS PALMAS,LAS PALMAS,missing
El Poblado,Apartamento,Usado,16 a 30 años,187.0,187.0,5.0,3,3,2,3,EL POBLADO,EL POBLADO,missing
Buenos aires,Casa,Usado,más de 30 años,120.0,120.0,3.0,2,4,0,2,BUENOS AIRES,BUENOS AIRES,2
Bosques de san pablo,Apartamento,Usado,1 a 8 años,50.0,50.0,3.0,1,1,1,4,BOSQUES DE SAN PABLO,BOSQUES DE SAN PABLO,missing
La america,Apartaestudio,Usado,más de 30 años,37.0,37.0,3.0,1,1,0,2,LA AMERICA,LA AMERICA,2
Laureles,Apartamento,Buen estado,16 a 30 años,72.0,72.0,4.0,2,3,1,2,LAURELES,LAURELES,2
Bolivariana,Apartamento,Nuevo,menor a 1 año,115.0,115.0,5.0,2,3,1,4,BOLIVARIANA,OTROS,missing
Calasanz parte alta,Apartamento,Usado,1 a 8 años,77.0,77.0,3.0,2,3,1,6,CALASANZ PARTE ALTA,CALASANZ PARTE ALTA,3+
Laureles,Apartamento,Usado,16 a 30 años,130.0,130.0,5.0,2,2,1,10,LAURELES,LAURELES,missing
Calasanz,Apartamento,Usado,9 a 15 años,48.0,48.0,3.0,1,1,0,8,CALASANZ,CALASANZ,3+
El Poblado,Apartamento,Usado,menor a 1 año,89.0,89.0,5.0,2,3,1,1,EL POBLADO,EL POBLADO,1
Centro,Apartamento,Usado,16 a 30 años,200.0,200.0,4.0,3,4,0,1,CENTRO,CENTRO,missing
Belén,Apartamento,Usado,más de 30 años,68.0,68.0,5.0,2,3,0,6,BELEN,BELEN,3+
Centro,Apartamento,Usado,16 a 30 años,56.0,56.0,4.0,2,2,0,6,CENTRO,CENTRO,3+
La linde,Apartamento,Usado,16 a 30 años,125.0,125.0,6.0,2,3,2,8,LA LINDE,LA LINDE,3+
Prado,Casa,Usado,16 a 30 años,405.0,405.0,4.0,4,5,0,1,PRADO,PRADO,missing
Conquistadores,Casa,Usado,1 a 8 años,308.0,308.0,5.0,2,4,2,1,CONQUISTADORES,CONQUISTADORES,1
Laureles,Apartamento,Usado,1 a 8 años,500.0,500.0,5.0,5,6,2,8,LAURELES,LAURELES,3+
Calasanz,Apartamento,Usado,16 a 30 años,67.0,67.0,3.0,2,3,1,5,CALASANZ,CALASANZ,missing
San miguel,Apartaestudio,Usado,más de 30 años,200.0,200.0,3.0,3,4,0,1,SAN MIGUEL,OTROS,1
El Poblado,Apartamento,Usado,9 a 15 años,74.0,74.0,6.0,2,2,1,9,EL POBLADO,EL POBLADO,missing
Boston,Casa,Usado,16 a 30 años,120.0,120.0,3.0,3,5,0,1,BOSTON,BOSTON,1
El Poblado,Apartamento,Buen estado,1 a 8 años,85.0,85.0,6.0,2,2,2,4,EL POBLADO,EL POBLADO,3+
Altos del poblado,Apartamento,Usado,1 a 8 años,78.0,78.0,6.0,2,2,1,9,ALTOS DEL POBLADO,ALTOS DEL POBLADO,missing
Prado,Casa,Usado,16 a 30 años,330.0,330.0,4.0,6,12,0,1,PRADO,PRADO,1
Castropol,Apartamento,Usado,9 a 15 años,130.0,130.0,6.0,2,3,2,5,CASTROPOL,CASTROPOL,missing
Buenos aires,Apartaestudio,Usado,1 a 8 años,25.0,25.0,3.0,1,1,0,5,BUENOS AIRES,BUENOS AIRES,3+
Cola del Zorro,Apartaestudio,Usado,1 a 8 años,59.0,58.0,6.0,2,1,1,4,COLA DEL ZORRO,COLA DEL ZORRO,missing
Laureles,Apartamento,Usado,menor a 1 año,215.0,215.0,5.0,4,4,1,4,LAURELES,LAURELES,missing
San diego,Apartamento,Usado,1 a 8 años,78.0,78.0,4.0,2,3,1,5,SAN DIEGO,SAN DIEGO,missing
Calasanz,Apartamento,Usado,más de 30 años,53.0,53.0,4.0,2,3,0,18,CALASANZ,CALASANZ,3+
Robledo,Apartamento,Usado,más de 30 años,54.0,54.0,3.0,2,3,1,3,ROBLEDO,ROBLEDO,3+
Laureles,Apartamento,Buen estado,16 a 30 años,64.0,64.0,5.0,2,2,0,2,LAURELES,LAURELES,2
Belén,Apartamento,Usado,más de 30 años,55.0,55.0,3.0,2,3,0,5,BELEN,BELEN,3+
Alejandro echavarria,Casa,Usado,más de 30 años,105.0,105.0,3.0,2,3,0,1,ALEJANDRO ECHAVARRIA,OTROS,missing
Las palmas,Apartamento,Usado,16 a 30 años,80.0,80.0,4.0,2,3,1,13,LAS PALMAS,LAS PALMAS,3+
Las palmas,Apartamento,Usado,1 a 8 años,110.0,110.0,6.0,2,3,1,24,LAS PALMAS,LAS PALMAS,missing
La Florida,Apartamento,Nuevo,menor a 1 año,140.0,140.0,6.0,3,2,2,5,LA FLORIDA,OTROS,missing
Guayabal,Apartamento,Usado,1 a 8 años,90.0,90.0,4.0,2,3,1,8,GUAYABAL,GUAYABAL,3+
Alfonso lopez,Apartamento,Usado,1 a 8 años,78.0,78.0,3.0,2,3,0,5,ALFONSO LOPEZ,ALFONSO LOPEZ,missing
Belen Alameda,Casa,Usado,más de 30 años,324.0,324.0,5.0,5,5,1,1,BELEN ALAMEDA,BELEN ALAMEDA,1
Cristo rey,Apartamento,Usado,9 a 15 años,72.0,72.0,4.0,2,3,1,10,CRISTO REY,CRISTO REY,missing
Vía Las Palmas,Apartamento,Usado,9 a 15 años,7000.0,7000.0,6.0,2,3,1,7,VIA LAS PALMAS,VIA LAS PALMAS,missing
El Poblado,Apartamento,Usado,16 a 30 años,67.0,67.0,5.0,2,2,1,16,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,más de 30 años,52.0,52.0,5.0,2,1,1,7,LAURELES,LAURELES,missing
Laureles,Apartamento,Usado,9 a 15 años,55.0,55.0,5.0,1,1,1,1,LAURELES,LAURELES,missing
El Poblado,Apartamento,Usado,1 a 8 años,4600.0,4600.0,4.0,2,1,1,8,EL POBLADO,EL POBLADO,missing
Calasanz,Casa,Usado,16 a 30 años,280.0,280.0,5.0,4,6,1,1,CALASANZ,CALASANZ,1
Calasanz,Apartamento,Usado,9 a 15 años,72.0,72.0,4.0,2,2,1,9,CALASANZ,CALASANZ,missing
Laureles,Casa,Buen estado,más de 30 años,170.0,170.0,5.0,3,3,0,2,LAURELES,LAURELES,2
Laureles,Apartamento,Usado,9 a 15 años,150.0,150.0,5.0,3,3,2,3,LAURELES,LAURELES,3+
Los colores,Apartamento,Usado,1 a 8 años,130.0,130.0,4.0,3,3,1,1,LOS COLORES,LOS COLORES,1
El Poblado,Apartamento,Usado,16 a 30 años,50.0,50.0,4.0,1,2,1,14,EL POBLADO,EL POBLADO,3+
Belén Rosales,Casa,Usado,1 a 8 años,80.0,80.0,5.0,1,3,0,1,BELEN ROSALES,BELEN ROSALES,1
Vía Las Palmas,Apartamento,Usado,9 a 15 años,92.0,92.0,6.0,2,3,2,6,VIA LAS PALMAS,VIA LAS PALMAS,missing
Laureles,Apartamento,Usado,16 a 30 años,66.0,66.0,4.0,2,2,1,1,LAURELES,LAURELES,1
El Diamante,Casa,Usado,16 a 30 años,120.0,120.0,3.0,1,3,0,1,EL DIAMANTE,OTROS,1
Centro,Apartamento,Usado,1 a 8 años,46.0,46.0,4.0,1,1,0,2,CENTRO,CENTRO,missing
Belén,Apartamento,Usado,16 a 30 años,130.0,130.0,4.0,2,3,1,5,BELEN,BELEN,missing
Belén Los Alpes,Apartamento,Usado,1 a 8 años,32.0,32.0,4.0,1,1,0,4,BELEN LOS ALPES,BELEN LOS ALPES,3+
El Poblado,Apartamento,Buen estado,16 a 30 años,90.0,90.0,5.0,3,3,1,2,EL POBLADO,EL POBLADO,2
Prado,Apartamento,Excelente estado,1 a 8 años,160.0,160.0,4.0,3,3,0,3,PRADO,PRADO,missing
Vía Las Palmas,Apartamento,Usado,1 a 8 años,12000.0,12000.0,6.0,3,2,2,8,VIA LAS PALMAS,VIA LAS PALMAS,missing
Belén,Apartamento,Usado,16 a 30 años,80.0,80.0,4.0,3,3,1,3,BELEN,BELEN,3+
Belén,Casa,Usado,9 a 15 años,90.0,90.0,4.0,3,3,1,1,BELEN,BELEN,missing
Conquistadores,Casa,Usado,1 a 8 años,118.0,118.0,5.0,2,3,2,1,CONQUISTADORES,CONQUISTADORES,missing
Laureles,Casa,Buen estado,menor a 1 año,570.0,570.0,5.0,9,9,0,1,LAURELES,LAURELES,1
La floresta,Casa,Usado,1 a 8 años,135.0,135.0,4.0,5,6,1,1,LA FLORESTA,LA FLORESTA,missing
El tesoro,Apartamento,Usado,1 a 8 años,153.0,153.0,6.0,3,2,2,4,EL TESORO,EL TESORO,3+
Belén San Bernardo,Casa,Usado,16 a 30 años,80.0,80.0,3.0,2,3,0,1,BELEN SAN BERNARDO,BELEN SAN BERNARDO,1
La candelaria,Apartamento,Usado,9 a 15 años,160.0,160.0,6.0,4,3,2,4,LA CANDELARIA,LA CANDELARIA,missing
Los colores,Apartamento,Usado,9 a 15 años,75.0,75.0,4.0,2,3,1,7,LOS COLORES,LOS COLORES,missing
Castropol,Apartamento,Usado,1 a 8 años,96.0,96.0,6.0,3,3,2,11,CASTROPOL,CASTROPOL,3+
El Poblado,Apartamento,Usado,16 a 30 años,38.0,38.0,6.0,1,1,0,2,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,16 a 30 años,88.0,88.0,6.0,2,2,1,6,EL POBLADO,EL POBLADO,3+
Las palmas,Apartamento,Usado,9 a 15 años,65.0,65.0,6.0,2,2,1,5,LAS PALMAS,LAS PALMAS,missing
El Poblado,Apartamento,Usado,16 a 30 años,86.0,86.0,5.0,2,3,1,3,EL POBLADO,EL POBLADO,missing
La candelaria ,Apartamento,Excelente estado,1 a 8 años,90.0,90.0,5.0,2,3,1,4,LA CANDELARIA,LA CANDELARIA,missing
El Poblado,Apartamento,Usado,16 a 30 años,5000.0,5000.0,4.0,2,2,1,8,EL POBLADO,EL POBLADO,missing
Loma de los bernal,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,2,2,1,6,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Los cerros - el vergel,Apartamento,Usado,16 a 30 años,5000.0,5000.0,3.0,1,2,0,7,LOS CERROS - EL VERGEL,OTROS,missing
Conquistadores,Apartamento,Usado,1 a 8 años,88.0,88.0,5.0,2,2,1,13,CONQUISTADORES,CONQUISTADORES,missing
El Poblado,Apartamento,Usado,menor a 1 año,90.0,90.0,5.0,3,3,2,14,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,1 a 8 años,108.0,108.0,6.0,3,3,1,6,EL POBLADO,EL POBLADO,missing
Laureles,Apartamento,Usado,16 a 30 años,300.0,300.0,5.0,5,5,2,1,LAURELES,LAURELES,missing
Las palmas,Apartamento,Usado,1 a 8 años,73.0,73.0,5.0,2,2,1,10,LAS PALMAS,LAS PALMAS,missing
Centro,Apartamento,Usado,16 a 30 años,50.0,50.0,4.0,2,2,0,5,CENTRO,CENTRO,3+
San diego,Casa,Usado,1 a 8 años,45.0,45.0,3.0,2,2,0,1,SAN DIEGO,SAN DIEGO,missing
El Poblado,Apartaestudio,Usado,más de 30 años,50.0,50.0,5.0,1,1,0,12,EL POBLADO,EL POBLADO,3+
Loma del Indio,Apartamento,Usado,9 a 15 años,80.0,80.0,6.0,2,3,1,18,LOMA DEL INDIO,LOMA DEL INDIO,3+
La Almeria,Casa,Usado,1 a 8 años,200.0,200.0,5.0,4,4,0,2,LA ALMERIA,LA ALMERIA,2
Laureles,Apartamento,Usado,16 a 30 años,42.0,42.0,3.0,1,3,0,3,LAURELES,LAURELES,3+
Robledo,Apartamento,Usado,más de 30 años,42.0,42.0,3.0,1,2,0,2,ROBLEDO,ROBLEDO,2
Conquistadores,Apartamento,Usado,más de 30 años,66.0,66.0,4.0,1,2,1,3,CONQUISTADORES,CONQUISTADORES,missing
Belén Las mercedes,Apartamento,Usado,16 a 30 años,60.0,60.0,3.0,1,2,0,4,BELEN LAS MERCEDES,BELEN LAS MERCEDES,3+
La america,Casa,Usado,menor a 1 año,150.0,150.0,4.0,3,6,0,1,LA AMERICA,LA AMERICA,missing
San diego,Apartamento,Usado,1 a 8 años,45.0,45.0,5.0,1,2,1,3,SAN DIEGO,SAN DIEGO,3+
El Poblado,Apartamento,Usado,16 a 30 años,90.0,90.0,5.0,2,3,2,18,EL POBLADO,EL POBLADO,3+
Belén Aliadas,Apartamento,Usado,1 a 8 años,65.0,65.0,5.0,2,2,0,5,BELEN ALIADAS,BELEN ALIADAS,missing
Los colores,Apartamento,Usado,9 a 15 años,60.0,60.0,5.0,2,3,1,10,LOS COLORES,LOS COLORES,missing
Aranjuez,Apartamento,Usado,16 a 30 años,50.0,50.0,2.0,2,3,0,4,ARANJUEZ,ARANJUEZ,missing
Belén Los Alpes,Apartamento,Usado,9 a 15 años,67.0,67.0,3.0,1,3,1,5,BELEN LOS ALPES,BELEN LOS ALPES,missing
Boston,Casa,Usado,16 a 30 años,140.0,140.0,3.0,2,5,0,2,BOSTON,BOSTON,2
Loma del Indio,Apartamento,Usado,1 a 8 años,79.0,79.0,6.0,2,2,2,12,LOMA DEL INDIO,LOMA DEL INDIO,3+
Rodeo Alto,Apartamento,Usado,9 a 15 años,55.0,55.0,4.0,2,2,1,5,RODEO ALTO,RODEO ALTO,missing
Laureles,Apartaestudio,Buen estado,9 a 15 años,50.0,50.0,5.0,1,1,0,3,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,9 a 15 años,147.0,147.0,4.0,3,2,2,6,EL POBLADO,EL POBLADO,missing
